pokemon_id,name,rarity,ability_id,type_id_1,type_id_2,weight,height,hp,attack,defense,sp_attack,sp_defense,speed,description
460,abomasnow,10,117,12,15,1355,22,90,92,75,92,85,60,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.
461,weavile,10,46,17,15,340,11,70,120,65,45,85,125,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
462,magnezone,10,42,13,9,1800,12,70,70,115,130,90,60,It evolved from exposure to a special magnetic field. Three units generate magnetism.
463,lickilicky,4,20,1,-1,1400,17,110,85,95,80,95,50,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.
464,rhyperior,10,31,5,6,2828,24,115,140,130,55,55,40,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.
465,tangrowth,10,34,12,-1,1286,20,100,100,125,110,50,50,"Its vines grow so profusely that, in the warm season, you can't even see its eyes."
466,electivire,10,78,13,-1,1386,18,75,123,67,95,85,95,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
467,magmortar,10,49,10,-1,680,16,75,95,67,125,95,83,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles."
468,togekiss,10,55,18,3,380,15,85,50,95,120,115,80,It shares many blessings with people who respect one another's rights and avoid needless strife.
469,yanmega,10,3,7,3,515,19,86,76,86,116,56,95,This six-legged Pokemon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.
470,leafeon,10,102,12,-1,255,10,65,110,130,60,65,95,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
471,glaceon,10,81,15,-1,259,8,65,60,110,130,95,65,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.
472,gliscor,10,52,5,3,425,20,75,95,125,45,75,95,Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.
473,mamoswine,10,12,15,5,2910,25,110,130,80,70,60,80,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
474,porygon-z,10,91,1,-1,340,9,85,80,70,135,75,90,Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error...
475,gallade,10,80,14,2,520,16,68,125,65,65,115,80,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
476,probopass,10,5,6,9,3400,14,60,55,145,75,150,40,It freely controls three small units called Mini-Noses using magnetic force.
477,dusknoir,10,46,8,-1,1066,22,45,100,135,65,135,45,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
478,froslass,9,81,15,8,266,13,70,80,70,80,70,110,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.
479,rotom,10,26,13,8,3,3,50,50,77,95,77,91,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
480,uxie,10,26,14,-1,3,3,75,75,130,75,130,95,It is said that its emergence gave humans the intelligence to improve their quality of life.
481,mesprit,10,26,14,-1,3,3,80,105,105,105,105,80,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake's surface.
482,azelf,10,26,14,-1,3,3,75,125,70,125,70,115,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg."
483,dialga,10,46,9,16,6830,54,100,120,120,150,100,90,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
484,palkia,10,46,11,16,3360,42,90,120,100,150,120,100,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
485,heatran,10,18,10,9,4300,17,91,90,106,130,106,77,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves."
486,regigigas,10,112,1,-1,4200,37,110,160,110,80,110,100,There is an enduring legend that states this Pokemon towed continents with ropes.
487,giratina-altered,10,46,8,16,7500,45,150,100,120,100,120,90,It was banished for its violence. It silently gazed upon the old world from the Distortion World.
488,cresselia,10,26,14,-1,856,15,120,70,120,75,130,85,Those who sleep holding Cresselia's feather are assured of joyful dreams. It is said to represent the crescent moon.
489,phione,10,93,11,-1,31,4,80,80,80,80,80,80,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted."
490,manaphy,10,93,11,-1,14,3,100,100,100,100,100,100,It starts its life with a wondrous power that permits it to bond with any kind of Pokemon.
491,darkrai,10,123,17,-1,505,15,70,90,90,135,90,125,It can lull people to sleep and make them dream.  It is active during nights of the new moon.
492,shaymin-land,10,30,12,-1,21,2,100,100,100,100,100,100,The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.
493,arceus,10,121,1,-1,3200,32,120,120,120,120,120,120,It is told in mythology that this Pokemon was born before the universe even existed.
494,victini,10,162,14,10,40,4,100,100,100,100,100,100,"When it shares the infinite energy it creates, that being's entire body will be overflowing with power."
495,snivy,10,65,12,-1,81,6,45,45,55,45,55,63,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop."
496,servine,10,65,12,-1,160,8,60,60,75,60,75,83,"When it gets dirty, its leaves can't be used in photosynthesis, so it always keeps itself clean."
497,serperior,10,65,12,-1,630,33,75,75,95,75,95,113,It can stop its opponents' movements with just a glare. It takes in solar energy and boosts it internally.
498,tepig,10,66,10,-1,99,5,65,63,45,45,45,45,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp."
499,pignite,10,66,10,2,555,10,90,93,55,70,55,55,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
500,emboar,10,66,10,2,1500,16,110,123,65,100,65,65,It has mastered fast and powerful fighting moves.  It grows a beard of fire.
501,oshawott,10,67,11,-1,59,5,55,55,45,63,45,45,"It fights using the scalchop on its stomach.  In response to an attack, it retaliates immediately by slashing."
502,dewott,10,67,11,-1,245,8,75,75,60,83,60,60,"As a result of strict training, each Dewott learns different forms for using the scalchops."
503,samurott,10,67,11,-1,946,15,95,100,85,108,70,70,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,patrat,1,50,1,-1,116,5,45,55,39,35,39,42,"Extremely cautious, one of them will always be on the lookout, but it won't notice a foe coming from behind."
505,watchog,1,35,1,-1,270,11,60,85,69,60,69,77,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
506,lillipup,10,72,1,-1,41,4,45,60,45,25,45,55,"Though it is a very brave Pokemon, it's also smart enough to check its foe's strength and avoid battle."
507,herdier,10,22,1,-1,147,9,65,80,65,35,65,60,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
508,stoutland,10,22,1,-1,610,12,85,110,90,45,90,80,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.
509,purrloin,10,7,17,-1,101,4,41,50,37,50,37,66,"They steal from people for fun, but their victims can't help but forgive them. Their deceptively cute act is perfect."
510,liepard,10,7,17,-1,375,11,64,88,50,88,50,106,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react."
511,pansage,10,82,12,-1,105,6,50,53,48,53,48,64,It's good at finding berries and gathers them from all over. It's kind enough to share them with friends.
512,simisage,10,82,12,-1,305,11,75,98,63,98,63,101,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
513,pansear,10,82,10,-1,110,6,50,53,48,53,48,64,This Pokemon lives in caves in volcanoes.  The fire within the tuft on its head can reach 600 degrees Fahrenheit.
514,simisear,10,82,10,-1,280,10,75,98,63,98,63,101,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets."
515,panpour,10,82,11,-1,135,6,50,53,48,53,48,64,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516,simipour,10,82,11,-1,290,10,75,98,63,98,63,101,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail."
517,munna,10,108,14,-1,233,6,76,25,45,67,55,24,"It eats the dreams of people and Pokemon. When it eats a pleasant dream, it expels pink-colored mist."
518,musharna,10,108,14,-1,605,11,116,55,85,107,95,29,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.
519,pidove,8,145,1,3,21,3,50,55,50,36,30,43,These Pokemon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.
520,tranquill,10,145,1,3,150,6,62,77,62,50,42,65,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer."
521,unfezant,10,145,1,3,290,12,80,115,80,65,55,93,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
522,blitzle,10,31,13,-1,298,8,45,60,32,50,32,76,Its mane shines when it discharges electricity.  They use the frequency and rhythm of these flashes to communicate.
523,zebstrika,10,31,13,-1,795,16,75,100,63,80,63,116,"They have lightning-like movements.  When Zebstrika run at full speed, the sound of thunder reverberates."
524,roggenrola,9,5,6,-1,180,4,55,75,85,25,25,15,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.
525,boldore,10,5,6,-1,1020,9,70,105,105,50,40,20,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right."
526,gigalith,10,5,6,-1,2600,17,85,135,130,60,80,25,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,woobat,8,109,14,3,21,4,65,45,43,55,43,72,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.
528,swoobat,10,109,14,3,105,9,67,57,55,77,55,114,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
529,drilbur,9,146,5,-1,85,3,60,85,40,30,45,68,"By spinning its body, it can dig straight through the ground at a speed of 30 mph."
530,excadrill,10,146,5,9,404,7,110,135,60,50,65,88,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
531,audino,10,131,1,-1,310,11,103,60,86,60,86,50,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
532,timburr,9,62,2,-1,125,6,75,80,55,25,35,35,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs."
533,gurdurr,10,62,2,-1,400,12,85,105,85,40,50,40,This Pokemon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,conkeldurr,10,62,2,-1,870,14,105,140,95,55,65,45,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete."
535,tympole,8,33,11,-1,45,5,50,50,40,50,40,64,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk."
536,palpitoad,10,33,11,5,170,8,75,65,55,65,55,69,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents."
537,seismitoad,10,33,11,5,620,15,105,95,75,85,75,74,They shoot paralyzing liquid from their head bumps.  They use vibration to hurt their opponents.
538,throh,8,62,2,-1,555,13,120,100,85,30,85,45,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger."
539,sawk,8,5,2,-1,510,14,75,125,75,30,75,85,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.
540,sewaddle,7,68,7,12,25,3,45,53,70,40,60,42,"Since this Pokemon makes its own clothes out of leaves, it is a popular mascot for fashion designers."
541,swadloon,10,102,7,12,73,5,55,63,90,50,80,42,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests."
542,leavanny,10,68,7,12,205,12,75,103,80,70,80,92,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.
543,venipede,8,38,7,4,53,4,30,45,59,30,39,57,"Its bite injects a potent poison, enough to paralyze large bird Pokemon that try to prey on it."
544,whirlipede,10,38,7,4,585,12,40,55,99,40,79,47,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent."
545,scolipede,10,38,7,4,2005,25,60,100,89,55,69,112,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,cottonee,8,158,12,18,6,3,40,27,60,37,50,66,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud."
547,whimsicott,10,158,12,18,66,7,60,67,85,77,75,116,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
548,petilil,10,34,12,-1,66,5,45,35,50,70,50,30,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants."
549,lilligant,10,34,12,-1,163,11,70,60,75,110,75,90,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokemon is popular with celebrities.
550,basculin-red-striped,10,120,11,-1,180,10,70,92,65,80,55,98,"Red and blue Basculin usually do not get along, but sometimes members of one school mingle with the other's school."
551,sandile,9,22,5,17,152,7,50,72,35,35,35,65,They live buried in the sands of the desert.  The sun-warmed sands prevent their body temperature from dropping.
552,krokorok,10,22,5,17,334,10,60,82,45,45,45,74,"The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness."
553,krookodile,10,22,5,17,963,15,95,117,80,65,70,92,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,darumaka,10,55,10,-1,375,6,70,90,45,15,45,50,"When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit."
555,darmanitan-standard,10,125,10,-1,929,13,105,140,55,30,55,95,"Its internal fire burns at 2,500 degrees Fahrenheit, making enough power that it can destroy a dump truck with one punch."
556,maractus,8,11,12,-1,280,10,75,86,67,106,67,60,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas."
557,dwebble,10,5,7,6,145,3,50,65,85,35,35,55,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
558,crustle,10,5,7,6,2000,14,70,105,125,65,75,45,"Competing for territory, Crustle fight viciously.  The one whose boulder is broken is the loser of the battle."
559,scraggy,10,61,17,2,118,6,50,75,70,35,70,48,"Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too."
560,scrafty,10,61,17,2,300,11,65,90,115,45,115,58,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.
561,sigilyph,10,147,14,3,140,14,72,58,80,103,80,97,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders."
562,yamask,9,152,8,-1,15,5,38,30,85,55,65,30,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,cofagrigus,10,152,8,-1,765,17,58,50,145,95,105,30,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.
564,tirtouga,9,116,11,6,165,7,54,78,103,53,45,22,"Restored from a fossil, this Pokemon can dive to depths beyond half a mile."
565,carracosta,10,116,11,6,810,12,74,108,133,83,65,32,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all."
566,archen,8,129,6,3,95,5,55,112,45,74,45,70,"Said to be an ancestor of bird Pokemon, they were unable to fly and moved about by hopping from one branch to another."
567,archeops,10,129,6,3,320,14,75,140,65,112,65,110,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.
568,trubbish,9,1,4,-1,310,6,50,50,62,40,62,65,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569,garbodor,10,1,4,-1,1073,19,80,95,82,60,82,75,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.
570,zorua,10,149,17,-1,125,7,40,65,40,80,40,65,"To protect themselves from danger, they hide their true identities by transforming into people and Pokemon."
571,zoroark,10,149,17,-1,811,16,60,105,60,120,60,105,Bonds between these Pokemon are very strong.  It protects the safety of its pack by tricking its opponents.
572,minccino,10,56,1,-1,58,4,55,50,40,40,40,75,"These Pokemon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms."
573,cinccino,10,56,1,-1,75,5,75,95,60,65,60,115,"Cinccino's body is coated in a special oil that helps it deflect attacks, such as punches."
574,gothita,9,119,14,-1,58,4,45,30,50,55,65,45,"They intently observe both Trainers and Pokemon.  Apparently, they are looking at something that only Gothita can see."
575,gothorita,10,119,14,-1,180,7,60,45,70,75,85,55,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights."
576,gothitelle,10,119,14,-1,440,15,70,55,95,95,110,65,They can predict the future from the placement and movement of the stars. They can see Trainers' life spans.
577,solosis,10,142,14,-1,10,3,45,30,40,105,50,20,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,duosion,10,142,14,-1,80,6,65,40,50,125,60,30,"When their two divided brains think the same thoughts, their psychic power is maximized."
579,reuniclus,10,142,14,-1,201,10,110,65,75,125,85,30,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,ducklett,5,51,11,3,55,5,62,44,50,44,50,55,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater."
581,swanna,10,51,11,3,242,13,75,87,63,87,63,98,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,vanillite,9,115,15,-1,57,4,36,50,50,65,60,44,This Pokemon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.
583,vanillish,10,115,15,-1,410,11,51,65,65,80,75,59,"Snowy mountains are this Pokemon's habitat.  During an ancient ice age, they moved to southern areas."
584,vanilluxe,10,115,15,-1,575,13,71,95,85,110,95,79,"Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards."
585,deerling,3,34,1,12,195,6,60,60,50,40,50,75,The turning of the seasons changes the color and scent of this Pokemon's fur. People use it to mark the seasons.
586,sawsbuck,10,34,1,12,925,19,80,100,70,60,70,95,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring."
587,emolga,10,9,13,3,50,4,55,75,60,75,60,103,The energy made in its cheeks' electric pouches is stored inside its membrane and released while it is gliding.
588,karrablast,10,68,7,-1,59,5,50,75,45,40,45,60,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.
589,escavalier,10,68,7,9,330,10,70,135,105,60,105,20,These Pokemon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.
590,foongus,8,27,12,4,10,2,69,55,45,55,55,15,"It lures Pokemon with its pattern that looks just like a Poke Ball, then releases poison spores."
591,amoonguss,10,27,12,4,105,6,114,85,70,85,80,30,"It lures prey close by dancing and waving its arm caps, which resemble Poke Balls, in a swaying motion."
592,frillish,9,11,11,8,330,12,55,40,50,65,85,40,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return."
593,jellicent,10,11,11,8,1350,22,100,60,70,85,105,60,"The fate of the ships and crew that wander into Jellicent's habitat: all sunken, all lost, all vanished."
594,alomomola,9,131,11,-1,316,12,165,75,80,40,45,65,It gently holds injured and weak Pokemon in its fins. Its special membrane heals their wounds.
595,joltik,9,14,7,13,6,1,50,47,50,57,50,65,"They attach themselves to large-bodied Pokemon and absorb static electricity, which they store in an electric pouch."
596,galvantula,10,14,7,13,143,8,70,77,60,97,60,108,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,ferroseed,9,160,12,9,188,6,44,50,91,24,86,10,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.
598,ferrothorn,10,160,12,9,1100,10,74,94,131,54,116,20,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them."
599,klink,10,57,9,-1,210,3,40,55,70,45,60,30,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,klang,10,57,9,-1,510,6,60,80,95,70,85,50,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn't return, it will die."
601,klinklang,10,57,9,-1,810,6,60,100,115,70,85,90,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.
602,tynamo,9,26,13,-1,3,2,35,55,40,45,40,60,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
603,eelektrik,10,26,13,-1,220,12,65,85,70,75,70,40,"These Pokemon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
604,eelektross,10,26,13,-1,805,21,85,115,80,105,80,50,They crawl out of the ocean using their arms.  They will attack prey on shore and immediately drag it into the ocean.
605,elgyem,9,140,14,-1,90,5,55,55,55,85,55,30,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.
606,beheeyem,10,140,14,-1,345,10,75,75,75,125,95,40,It uses psychic power to control an opponent's brain and tamper with its memories.
607,litwick,9,18,8,10,31,3,50,30,55,65,55,20,"Litwick shines a light that absorbs the life energy of people and Pokemon, which becomes the fuel that it burns."
608,lampent,10,18,8,10,130,6,60,40,60,95,60,55,It arrives near the moment of death and steals spirit from the body.
609,chandelure,10,18,8,10,343,10,60,55,90,145,90,80,The spirits burned up in its ominous flame lose their way and wander this world forever.
610,axew,9,79,16,-1,180,6,46,87,60,30,40,57,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly."
611,fraxure,10,79,16,-1,360,10,66,117,70,40,50,67,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle."
612,haxorus,10,79,16,-1,1055,18,76,147,90,60,70,97,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokemon are covered in hard armor.
613,cubchoo,8,81,15,-1,85,5,55,70,40,60,40,40,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases."
614,beartic,10,81,15,-1,2600,26,95,130,80,70,80,50,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.
615,cryogonal,10,26,15,-1,1480,11,80,50,50,95,135,105,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit."
616,shelmet,9,93,7,-1,77,4,50,40,85,40,65,25,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.
617,accelgor,10,93,7,-1,253,8,80,70,40,100,60,145,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
618,stunfisk,9,9,5,13,110,7,109,66,84,81,99,32,"It conceals itself in the mud of the seashore.  Then it waits. When prey touch it, it delivers a jolt of electricity."
619,mienfoo,10,39,2,-1,200,9,45,85,50,55,50,65,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
620,mienshao,10,39,2,-1,355,14,65,125,60,95,60,105,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop."
621,druddigon,9,24,16,-1,1390,16,77,120,90,60,90,48,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
622,golett,10,89,5,8,920,10,59,74,50,35,50,35,Ancient science fashioned this Pokemon from clay.  It's been active for thousands of years.
623,golurk,10,89,5,8,3300,28,89,124,80,55,80,55,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624,pawniard,10,128,17,9,102,5,45,85,70,40,40,60,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey."
625,bisharp,10,128,17,9,700,16,65,125,100,60,70,70,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.
626,bouffalant,9,120,1,-1,946,16,95,110,95,40,95,55,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,rufflet,8,51,1,3,105,5,70,83,50,37,50,60,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger."
628,braviary,10,51,1,3,410,15,100,123,75,57,75,80,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,vullaby,9,145,17,3,90,5,70,55,75,45,65,60,Their wings are too tiny to allow them to fly.  They guard their posteriors with bones that were gathered by Mandibuzz.
630,mandibuzz,10,145,17,3,395,12,110,65,105,55,95,80,"Watching from the sky, they swoop to strike weakened Pokemon on the ground. They decorate themselves with bones."
631,heatmor,8,82,10,-1,580,14,85,97,66,105,66,65,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them."
632,durant,9,68,7,9,330,3,58,109,112,48,48,109,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,deino,9,55,17,16,173,8,52,65,50,45,50,38,"Lacking sight, it's unaware of its surroundings, so it bumps into things and eats anything that moves."
634,zweilous,10,55,17,16,500,14,72,85,70,65,70,58,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,hydreigon,10,26,17,16,1600,18,92,105,90,125,90,98,"It responds to movement by attacking. This scary, three-headed Pokemon devours everything in its path!"
636,larvesta,9,49,7,10,288,11,55,85,55,50,55,60,The base of volcanoes is where they make their homes. They shoot fire from their five horns to repel attacking enemies.
637,volcarona,10,49,7,10,460,16,85,60,65,135,105,100,"When volcanic ash darkened the atmosphere, it is said that Volcarona's fire provided a replacement for the sun."
638,cobalion,10,154,9,2,2500,21,91,90,129,90,72,108,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokemon.
639,terrakion,10,154,6,2,2600,19,91,129,90,72,90,108,"Spoken of in legend, this Pokemon used its phenomenal power to destroy a castle in its effort to protect Pokemon."
640,virizion,10,154,12,2,2000,20,91,90,72,90,129,108,Legends say this Pokemon confounded opponents with its swift movements.
641,tornadus-incarnate,10,158,3,-1,630,15,79,115,70,125,80,111,"Tornadus expels massive energy from its tail, causing severe storms. Its power is great enough to blow houses away."
642,thundurus-incarnate,10,158,13,3,610,15,79,115,70,125,80,111,"As it flies around, it shoots lightning all over the place and causes forest fires. It is therefore disliked."
643,reshiram,10,163,16,10,3300,32,100,120,100,150,120,90,"When Reshiram's tail flares, the heat energy moves the atmosphere and changes the world's weather."
644,zekrom,10,164,16,13,3450,29,100,150,120,120,100,90,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,landorus-incarnate,10,159,5,3,680,15,89,125,90,115,80,101,"From the forces of lightning and wind, it creates energy to give nutrients to the soil and make the land abundant."
646,kyurem,10,46,16,15,3250,30,125,130,90,130,90,95,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,keldeo-ordinary,10,154,11,2,485,14,91,72,90,129,90,108,"When it is resolute, its body fills with power and it becomes swifter. Its jumps are then too fast to follow."
648,meloetta-aria,10,32,1,14,65,6,100,77,77,128,128,90,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,genesect,10,88,7,9,825,15,71,120,95,120,95,99,This Pokemon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.
650,chespin,6,65,12,-1,90,4,56,61,65,48,45,38,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn't faze it.
651,quilladin,10,65,12,-1,290,7,61,78,95,56,58,57,They strengthen their lower bodies by running into one another. They are very kind and won't start fights.
652,chesnaught,10,65,12,2,900,16,88,107,122,74,75,64,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast."
653,fennekin,6,66,10,-1,94,4,40,45,40,62,60,60,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears."
654,braixen,10,66,10,-1,145,10,59,59,58,90,70,73,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies."
655,delphox,10,66,10,14,390,15,75,69,72,114,100,104,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame."
656,froakie,6,67,11,-1,70,3,41,56,40,62,44,71,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings."
657,frogadier,10,67,11,-1,109,6,54,63,52,83,56,97,"Its swiftness is unparalleled.  It can scale a tower of more than 2,000 feet in a minute's time."
658,greninja,10,67,11,17,400,15,72,95,67,103,71,122,"It appears and vanishes with a ninja's grace.  It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water."
659,bunnelby,10,53,1,-1,50,4,38,36,38,32,36,57,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.
660,diggersby,10,53,1,5,424,10,85,56,77,50,77,78,"As powerful as an excavator, its ears can reduce dense bedrock to rubble.  When it's finished digging, it lounges lazily."
661,fletchling,10,145,1,3,17,3,45,50,43,40,38,62,"Despite the beauty of its lilting voice, it's merciless to intruders that enter its territory."
662,fletchinder,8,49,10,3,160,7,62,73,55,56,52,84,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going."
663,talonflame,10,49,10,3,245,12,78,81,71,74,69,126,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick."
664,scatterbug,5,19,7,-1,25,3,38,35,40,27,25,35,"The powder that covers its body regulates its temperature, so it can live in any region or climate."
